state	chamber	forecastyear	forecastmonth	forecastday	source	electionyear	jacobsonforecast	jacobsonforecastnumeric	note
"West Virginia"	"house"	2018.0	5.0	2.0	"http://www.governing.com/topics/politics/gov-democrats-gain-on-republicans-state-legislatures.html"	2018.0	"Safe R"	"1"	""
"Wisconsin"	"senate"	2018.0	5.0	2.0	"http://www.governing.com/topics/politics/gov-democrats-gain-on-republicans-state-legislatures.html"	2018.0	"Lean R"	"3"	""
"Wisconsin"	"house"	2018.0	5.0	2.0	"http://www.governing.com/topics/politics/gov-democrats-gain-on-republicans-state-legislatures.html"	2018.0	"Likely R"	"2"	""
"Wyoming"	"senate"	2018.0	5.0	2.0	"http://www.governing.com/topics/politics/gov-democrats-gain-on-republicans-state-legislatures.html"	2018.0	"Safe R"	"1"	""
"Wyoming"	"house"	2018.0	5.0	2.0	"http://www.governing.com/topics/politics/gov-democrats-gain-on-republicans-state-legislatures.html"	2018.0	"Safe R"	"1"	""
"Alabama"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Alabama"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Alaska"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Alaska"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Toss-up"	"4"	""
"Arizona"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Lean R"	"3"	""
"Arizona"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Arkansas"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Arkansas"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"California"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"California"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Colorado"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Toss-up"	"4"	""
"Colorado"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely D"	"6"	""
"Connecticut"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Toss-up"	"4"	""
"Connecticut"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Lean D"	"5"	""
"Delaware"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Lean D"	"5"	""
"Delaware"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Florida"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Lean R"	"3"	""
"Florida"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Georgia"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Georgia"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Hawaii"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Hawaii"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Idaho"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Idaho"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Illinois"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Illinois"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Indiana"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Indiana"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Iowa"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Iowa"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Lean R"	"3"	""
"Kansas"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"NO ELECTIONS"	""	""
"Kansas"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Kentucky"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Kentucky"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Louisiana"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"NO ELECTIONS"	""	""
"Louisiana"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"NO ELECTIONS"	""	""
"Maine"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Toss-up"	"4"	""
"Maine"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Lean D"	"5"	""
"Maryland"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Maryland"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Massachusetts"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Massachusetts"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Michigan"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Michigan"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Lean R"	"3"	""
"Minnesota"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"NO ELECTIONS"	""	""
"Minnesota"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Lean R"	"3"	""
"Mississippi"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"NO ELECTIONS"	""	""
"Mississippi"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"NO ELECTIONS"	""	""
"Missouri"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Missouri"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Montana"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Montana"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Nebraska"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Non-partisan"	""	""
"Nebraska"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Unicameral legislature"	""	""
"Nevada"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely D"	"6"	""
"Nevada"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely D"	"6"	""
"New Hampshire"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Lean D"	"5"	""
"New Hampshire"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Lean D"	"5"	""
"New Jersey"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"NO ELECTIONS"	""	""
"New Jersey"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"NO ELECTIONS"	""	""
"New Mexico"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"NO ELECTIONS"	""	""
"New Mexico"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"New York"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Lean D"	"5"	""
"New York"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"North Carolina"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"North Carolina"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"North Dakota"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"North Dakota"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Ohio"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Ohio"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Oklahoma"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Oklahoma"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Oregon"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Oregon"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Pennsylvania"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Pennsylvania"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Rhode Island"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Rhode Island"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"South Carolina"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"NO ELECTIONS"	""	""
"South Carolina"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"South Dakota"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"South Dakota"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Tennessee"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Tennessee"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Texas"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Texas"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Utah"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Utah"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Vermont"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Vermont"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe D"	"7"	""
"Virginia"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"NO ELECTIONS"	""	""
"Virginia"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"NO ELECTIONS"	""	""
"Washington"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely D"	"6"	""
"Washington"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely D"	"6"	""
"West Virginia"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"West Virginia"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Wisconsin"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Toss-up"	"4"	""
"Wisconsin"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Likely R"	"2"	""
"Wyoming"	"senate"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Wyoming"	"house"	2018.0	10.0	8.0	"http://www.governing.com/topics/politics/gov-2018-state-legislatures-democrats-gains.html"	2018.0	"Safe R"	"1"	""
"Alabama"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"NO ELECTIONS"	" "	""
"Alabama"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"NO ELECTIONS"	" "	""
"Alaska"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"Alaska"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Toss-up"	"4"	""
"Arizona"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Toss-up"	"4"	""
"Arizona"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Toss-up"	"4"	""
"Arkansas"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"Arkansas"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"California"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe D"	"7"	""
"California"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe D"	"7"	""
"Colorado"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely D"	"6"	""
"Colorado"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe D"	"7"	""
"Connecticut"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely D"	"6"	""
"Connecticut"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely D"	"6"	""
"Delaware"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely D"	"6"	""
"Delaware"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe D"	"7"	""
"Florida"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Lean R"	"3"	""
"Florida"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely R"	"2"	""
"Georgia"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely R"	"2"	""
"Georgia"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely R"	"2"	""
"Hawaii"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe D"	"7"	""
"Hawaii"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe D"	"7"	""
"Idaho"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"Idaho"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"Illinois"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe D"	"7"	""
"Illinois"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe D"	"7"	""
"Indiana"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"Indiana"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"Iowa"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely R"	"2"	""
"Iowa"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Lean R"	"3"	""
"Kansas"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely R"	"2"	""
"Kansas"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely R"	"2"	""
"Kentucky"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"Kentucky"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"Louisiana"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"NO ELECTIONS"	" "	""
"Louisiana"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"NO ELECTIONS"	" "	""
"Maine"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Lean D"	"5"	""
"Maine"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely D"	"6"	""
"Maryland"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"NO ELECTIONS"	" "	""
"Maryland"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"NO ELECTIONS"	" "	""
"Massachusetts"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe D"	"7"	""
"Massachusetts"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe D"	"7"	""
"Michigan"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"NO ELECTIONS"	" "	""
"Michigan"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Lean R"	"3"	""
"Minnesota"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Toss-up"	"4"	""
"Minnesota"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Lean D"	"5"	""
"Mississippi"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"NO ELECTIONS"	" "	""
"Mississippi"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"NO ELECTIONS"	" "	""
"Missouri"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"Missouri"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"Montana"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"Montana"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe R"	"1"	""
"Nebraska"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Non-partisan"	""	""
"Nebraska"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Unicameral legislature"	""	""
"Nevada"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely D"	"6"	""
"Nevada"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Likely D"	"6"	""
"New Hampshire"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Toss-up"	"4"	""
"New Hampshire"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Lean D"	"5"	""
"New Jersey"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"NO ELECTIONS"	" "	""
"New Jersey"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"NO ELECTIONS"	" "	""
"New Mexico"	"senate"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe D"	"7"	""
"New Mexico"	"house"	2020.0	1.0	15.0	"https://cookpolitical.com/analysis/governors/statehouse/handicapping-2020-state-legislature-races"	2020.0	"Safe D"	"7"	""
