CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
H8VA10189,"AYYAS, SHADI",C,1,DEM,7529.18,0,7924.43,0,883.35,572.33,0,4100,0,0,0,34426.72,3310.3,VA,10,,,,,,0,0,12/31/2021,0,0
H0VA10186,"ANDREWS, ALISCIA",C,2,REP,519.29,519.29,49446.3,0,154452.48,105525.47,0,0,0,0,0,63.58,0,VA,10,,,,,,0,0,09/30/2022,0,0
H0VA10194,"TRUONG, MATTHEW DO MR",C,2,REP,0,0,1599.55,200,6842.94,5243.39,0,0,0,0,0,0,0,VA,10,,,,,,0,0,09/30/2022,0,0
H2VA05117,"GIZINSKI, ADAM",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,10,,,,,,0,0,02/17/2022,0,0
H2VA10141,"BEATTY, JOHN",C,2,REP,74687.66,0,74687.66,0,0,0,1030,0,0,0,0,0,73645.66,VA,10,,,,,,0,0,09/30/2022,1595,0
H2VA10158,"PERCLE, CLAY",C,2,REP,64756.34,0,64756.34,0,0,0,0,25000,0,23241.8,0,0,39733.18,VA,10,,,,,,0,0,02/18/2022,25,0
H2VA10182,"LAWSON, JEANINE M.",C,2,REP,1011676.39,15867.15,1011676.39,0,0,0,0,0,0,0,0,0,946017.45,VA,10,,,,,,48215.45,0,08/31/2022,112276.67,6000
H2VA10190,"ELLIS, THERESA COATES MS",C,2,REP,81258,0,81258,0,0,0,0,33300,0,238.91,0,0,47958,VA,10,,,,,,0,0,07/12/2022,0,0
H2VA10224,"MAX, CALEB J MR",C,2,REP,237183.4,0,236661.21,0,0,522.19,0,142875.59,0,0,0,142875.59,90507.81,VA,10,,,,,,2000,0,09/30/2022,500,0
H2VA10232,"HENLEY, JOHN ALLEN",C,2,REP,54290.38,0,54290.38,0,0,0,3690.38,22000,0,0,0,22000,27600,VA,10,,,,,,1000,0,06/07/2022,0,0
H2VA10240,"CAO, HUNG",C,2,REP,2380753.02,26420.97,1387957.31,0,0,992795.71,96,0,0,0,0,0,2262735.05,VA,10,,,,,,81450,10000,09/30/2022,53494.25,5000
H2VA10257,"MICHON, BRANDON",C,2,REP,306620.43,0,306620.43,0,0,0,0,35000,0,35000,0,0,267545.24,VA,10,,,,,,3075,0,08/23/2022,20340,0
H2VA10265,"TAYLOR, BROOKE",C,2,REP,65910.25,14500,28858.44,0,0,37051.81,0,0,0,0,0,0,48510.25,VA,10,,,,,,2900,0,09/30/2022,0,0
H2VA10273,"BECKWITH, DAVID",C,2,REP,106628.42,0,106628.42,0,0,0,5869.7,70000,0,50141.93,0,0,30691.98,VA,10,,,,,,0,0,06/30/2022,0,0
H2VA10281,"MAYHUGH, JEFFREY MICHAEL",C,2,REP,11983.5,0,13527,0,0,-1543.5,1543.5,10440,0,0,0,10440,0,VA,10,,,,,,0,0,05/01/2022,0,0
H2VA11206,"CLANCY, MIKE",C,2,REP,399376.04,0,399376.04,0,0,0,8138.73,224975,0,10028.25,0,0,163061.72,VA,10,,,,,,3200,0,07/25/2022,6355,0
H4VA10113,"WASINGER, ROBERT K",O,2,REP,0,0,0,0,5,5,0,0,0,0,0,15092.63,0,VA,10,,,,,,0,0,09/30/2022,0,0
H0VA11119,"MOHSINI, ZAINAB",C,1,DEM,14.36,0,1432.28,0,1417.92,0,11.76,0,0,0,0,0,0,VA,11,,,,,,0,0,03/31/2021,0,0
H2VA11198,"DALSIMER, ALLY",C,1,DEM,104157.43,0,104157.43,0,0,0,2802,21000,0,0,0,0,76707.15,VA,11,,,,,,0,0,06/30/2022,10,0
H8VA11062,"CONNOLLY, GERALD EDWARD",I,1,DEM,1955426.99,0,1070021.8,0,2891920.55,3777325.74,0,0,0,0,0,40631.11,1180360.66,VA,11,,,,,,749390,10000,09/30/2022,3858.1,1800
H0VA11077,"HERRITY, PATRICK S",C,2,REP,0,0,0,0,4675.54,4675.54,0,0,0,0,0,51687.18,0,VA,11,,,,,,0,0,09/30/2022,0,0
H0VA11127,"ANANTATMULA, MANGA",C,2,REP,79012.82,0,92839.06,0,13826.24,0,0,20000,0,22976.69,0,0,56002.82,VA,11,,,,,,1000,0,05/30/2022,1100,0
H2VA11214,"CHAPPELL, MATTHEW LOUIS",C,2,REP,48790,0,47707.06,0,0,1082.94,0,24000,0,2000,0,22000,23290,VA,11,,,,,,0,0,09/30/2022,0,0
H2VA11248,"BABB, JOSEPH RAY",C,2,REP,8509.25,0,9098.71,0,2962.93,2373.47,19,7000,0,0,0,7000,1490.25,VA,11,,,,,,0,0,05/19/2022,0,0
H2VA11255,"MYLES, JAMES",C,2,REP,162736.4,0,98568.99,0,0,64167.41,25,6581.74,0,5000,0,1581.74,149124.56,VA,11,,,,,,3471.8,3478.2,09/30/2022,0,0
H2VA11164,"GALDO, JOSEPH F",C,3,GRE,0,0,0,0,.3,.3,0,0,0,0,0,924.98,0,VA,11,,,,,,0,0,09/30/2022,0,0
H8VA11088,"PORTER, STEVAN MICHAEL MR.",C,3,LIB,261.8,0,280.23,0,148.57,130.14,8.95,0,0,200,0,1715,252.85,VA,11,,,,,,0,0,09/30/2022,0,0
H2VA11222,"OLMACK, JERAMY",C,3,NON,163.95,0,62.95,0,0,101,113.95,0,0,0,0,0,50,VA,11,,,,,,0,0,03/04/2022,0,0
H2VI00082,"PLASKETT, STACEY",I,1,DEM,926468.49,5492.94,836172.37,0,62187.43,152483.55,0,0,0,0,0,24733.1,622556,VI,00,,,,,,297646.15,0,09/30/2022,6059.8,0
H2VT00144,"RAM HINSDALE, KESHA",O,1,DEM,551678.79,0,551678.79,0,0,0,0,0,0,0,0,0,522928.79,VT,00,,,,,,28750,0,09/30/2022,45341.18,0
H2VT01068,"GRAY, MOLLY",O,1,DEM,1209469.38,0,1191397.46,0,0,18071.92,0,0,0,0,0,0,1126148.14,VT,00,,,,,,82500,0,09/30/2022,100298,5000
H2VT01076,"BALINT, REBECCA BECCA",O,1,DEM,1619183.26,0,1466359.23,0,0,152824.03,0,0,0,0,0,148171.73,1433129.5,VT,00,,,,,,185086,0,09/30/2022,3471.17,0
H2VT01092,"CLIFFORD, SIANAY CHASE",O,1,DEM,23609.4,0,24916.91,0,0,-1307.51,7828.07,0,0,0,0,2235.26,15781.33,VT,00,,,,,,0,0,09/30/2022,0,0
H2VT01118,"MEYERS, LOUIS B",O,1,DEM,259459.73,0,259462.73,0,0,0,0,257976.38,0,223854.33,0,34125.05,1483.35,VT,00,,,,,,0,0,12/30/2022,0,0
H6VT00160,"WELCH, PETER",I,1,DEM,291890.96,0,2369755.77,2116628.57,2107306.54,29441.73,0,0,0,0,0,0,80547,VT,00,,,,,,174832.75,0,09/30/2022,6803.67,8000
H8VT01065,"TYNIO, NATASHA",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,VT,00,,,,,,0,0,06/30/2021,0,0
H2VT01100,"MADDEN, LIAM",O,3,IND,41590,0,37296.55,0,0,4293.45,0,0,0,0,0,0,41590,VT,00,,,,,,0,0,09/30/2022,0,0
H2VT01084,"REDIC, ERICKA L MRS.",O,3,LIB,25586.82,0,19432.01,0,0,6154.81,45,0,0,0,0,441.7,25340.79,VT,00,,,,,,0,0,09/30/2022,0,0
H0WA08046,"DELBENE, SUZAN K",I,1,DEM,2274534.61,0,2068414.69,0,1339117.96,1545237.88,0,0,0,0,0,495000,1014656.35,WA,01,,,,,,1245425,0,09/30/2022,8015,0
H0WA01124,"CHARTRAND, DEREK",C,2,REP,3575.05,0,3865.61,0,564.84,274.28,0,1160,0,0,0,4035,2320.22,WA,01,,,,,,0,0,07/13/2022,0,0
H2WA01252,"CAVALERI, VINCENT",C,2,REP,150188.78,0,123703.17,0,0,26485.61,2375,0,0,0,0,0,141813.78,WA,01,,,,,,0,6000,09/30/2022,0,0
H8WA01077,"BEELER, JEFFREY ALLEN SR.",C,2,REP,660,0,3863.37,0,4039.58,836.21,0,0,0,0,0,0,575,WA,01,,,,,,0,0,09/30/2022,0,0
H0WA02080,"LARSEN, RICK",I,1,DEM,1523747.18,0,1150077.91,0,329202.64,702871.91,0,0,0,0,0,0,543021.64,WA,02,,,,,,974091.52,0,09/30/2022,700,0
H0WA02189,"CALL, JASON",C,1,DEM,185455.69,0,185951.24,0,495.55,0,0,0,0,0,0,0,181125.64,WA,02,,,,,,1700.62,0,10/12/2022,444.84,0
H0WA02197,"HAZELO, TIMOTHY SCOTT",C,2,REP,100,0,256.2,0,156.2,0,0,100,0,6.21,0,0,0,WA,02,,,,,,0,0,06/30/2021,0,0
H2WA02177,"MATTHEWS, DAN",C,2,REP,45078.5,0,28888.99,0,0,16189.51,0,15000,0,0,0,15000,28078.04,WA,02,,,,,,0,2000,09/30/2022,0,0
H2WA02219,"JOHNSON, LEIF D",C,2,REP,26479.67,0,40460.47,0,600,9.75,7268.71,3105.65,0,0,0,16496.2,16105.31,WA,02,,,,,,0,0,09/30/2022,0,0
H2WA03134,"HENNRICH, BRENT WILLIAM",C,1,DEM,98918.28,0,96207.53,0,0,2710.75,3571.96,0,0,0,0,0,95346.32,WA,03,,,,,,0,0,09/30/2022,0,0
H2WA03142,"LAUSER, LUCY ESTHER JOAN",C,1,DEM,749.19,0,749.19,0,0,0,0,0,0,0,0,0,499.19,WA,03,,,,,,250,0,12/31/2021,0,0
H2WA03217,"GLUESENKAMP PEREZ, MARIE",C,1,DEM,2387452.9,55000,1609974.66,0,0,777478.24,0,0,0,0,0,0,2257677.9,WA,03,,,,,,72475,2300,09/30/2022,8875,3000
H8WA03198,"LONG, CAROLYN N.",C,1,DEM,12613.62,0,22706.89,0,18006.63,7913.36,0,0,0,0,0,0,0,WA,03,,,,,,0,0,09/30/2022,6772.66,0
H0WA03138,"CASTILLO, DAVID B",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,30519.83,0,WA,03,,,,,,0,0,09/30/2022,0,0
H0WA03187,"HERRERA BEUTLER, JAIME",I,2,REP,3781500.63,355182.09,3831127.3,0,86164.26,36537.59,0,0,0,0,0,47000.81,2081593.37,WA,03,,,,,,1318602.34,10000,09/30/2022,471595.3,212561.82
H2WA03100,"KENT, JOSEPH",C,2,REP,2953183.86,88284.45,2626102.57,0,0,327081.29,44866.89,205000,0,0,0,205000,2443381.68,WA,03,,,,,,115300,0,09/30/2022,33024.95,4000
H2WA03118,"YAKHOUR, WADI",C,2,REP,37136,0,37136,0,0,0,50,25000,50,7148.67,50,0,12036,WA,03,,,,,,0,0,09/21/2021,3900,0
H2WA03126,"ST. JOHN, HEIDI",C,2,REP,1056687.27,0,1049156.1,0,0,7531.17,0,0,0,0,0,0,1044603.62,WA,03,,,,,,6000,0,09/30/2022,79526.21,0
H2WA03183,"FRENCH, LESLIE LEIGH",C,2,REP,72156.53,0,69555.44,950,0,2601.09,240,70000,0,25986.2,0,48644.75,1681.38,WA,03,,,,,,0,0,09/30/2022,0,0
H2WA03191,"KRAFT, VICKI CALDWELL",C,2,REP,73317.97,0,73317.97,0,0,0,1017.41,17000,0,0,0,0,55300.56,WA,03,,,,,,0,0,09/30/2022,700,0
H2WA04199,"WHITE, DOUG",C,1,DEM,645976.29,0,498555.13,0,0,147421.16,0,0,0,0,0,0,632936.92,WA,04,,,,,,11982.04,800,09/30/2022,255,0
H6WA04141,"MCKINLEY, DOUGLAS E. JR.",C,1,DEM,596.75,0,4036.33,3982.04,3490.58,0,0,0,0,0,0,0,0,WA,04,,,,,,0,0,11/16/2021,0,0
H2WA04157,"KLIPPERT, BRADLEY",C,2,REP,42974,0,41868,0,0,1101,180,0,0,0,0,12225.8,41534,WA,04,,,,,,0,950,09/30/2022,2620,0
H2WA04165,"SESSLER, JERROD",C,2,REP,534518.23,0,530365.37,0,0,4152.86,54127.4,351000,0,0,0,474454.19,121390.83,WA,04,,,,,,0,0,09/30/2022,0,0
H2WA04173,"CULP, LOREN",C,2,REP,347841.75,0,345545.85,0,0,2295.9,837,0,0,0,0,0,328370.15,WA,04,,,,,,18400,0,09/30/2022,19545,5000
H2WA14016,"GIBSON, COREY",C,2,REP,157287.49,0,188695.26,0,0,23.12,192,4400,0,0,0,0,152695.16,WA,04,,,,,,0,0,09/30/2022,1,0
H4WA04104,"NEWHOUSE, DAN",I,2,REP,2009036.35,0,1825912.48,0,299718.9,482842.77,0,0,0,0,0,38400,923830.89,WA,04,,,,,,1085205.46,0,09/30/2022,7177.62,22500
H2WA05097,"DANIMUS, ANN MARIE",C,1,DEM,188661.38,0,187597.12,0,0,1064.26,16110.13,11637,3000,4369,950,16833.95,157796.05,WA,05,,,,,,0,0,09/30/2022,500,0
H2WA05105,"HILL, NATASHA",C,1,DEM,301099.61,0,233896.9,0,0,67202.71,943.09,10000,0,10000,0,8605.18,279400.08,WA,05,,,,,,9756.44,1000,09/30/2022,0,0
H6WA05023,"FOLEY, THOMAS S",C,1,DEM,13628.5,0,22303.91,11776.94,31192.86,22517.5,0,0,0,0,11776.94,0,0,WA,05,,,,,,0,0,09/30/2022,0,0
H8WA05193,"BROWN, LISA",C,1,DEM,0,0,99122.8,0,107983.81,8861.01,0,0,0,0,0,0,0,WA,05,,,,,,0,0,09/30/2022,0,0
H2WA05113,"CLYNCH, SEAN R",C,2,REP,6887.04,0,6887.04,0,0,0,6867.04,0,0,0,0,0,20,WA,05,,,,,,0,0,10/10/2022,20,0
H4WA05077,"MCMORRIS RODGERS, CATHY",I,2,REP,5862787.99,679953.49,4643790.07,0,1075550.15,2294548.07,0,0,0,0,0,0,2176304.76,WA,05,,,,,,2995459.82,0,09/30/2022,35863.87,7300
H0WA06099,"PARSON, REBECCA ELIZABETH",C,1,DEM,191794.19,0,192652,0,13801.63,12943.82,0,0,0,0,0,1830.14,191279.72,WA,06,,,,,,514.46,0,10/14/2022,27,0
H2WA06129,"KILMER, DEREK",I,1,DEM,2474952.99,0,2406461.96,0,2988098.54,3056589.57,0,0,0,0,0,0,1289045.63,WA,06,,,,,,1183930,0,09/30/2022,6833,4500
H0WA06081,"KREISELMAIER, ELIZABETH",C,2,REP,378391.47,0,259216.84,0,11015.44,130190.07,87,15000,0,10500,0,16500,360804.47,WA,06,,,,,,0,2500,09/30/2022,0,0
H2WA06160,"HANSEN, AARON",C,2,REP,346,0,174.72,0,225,121,0,0,0,0,0,0,346,WA,06,,,,,,0,0,06/03/2021,0,0
H2WA06178,"BINNS, CHRIS RAYMOND",C,2,REP,5050,0,4280.31,0,856.31,1626,0,3800,0,0,0,7800,1250,WA,06,,,,,,0,0,07/13/2022,0,0
H6WA07425,"WALKINSHAW, BRADY PINERO",O,1,DEM,0,0,0,0,377.4,377.4,0,0,0,0,0,5000,0,WA,07,,,,,,0,0,03/31/2021,0,0
H6WA07458,"JAYAPAL, PRAMILA",I,1,DEM,2548165.57,19778.6,1715652.48,0,1783612.87,2616125.96,0,0,0,0,0,0,2241886.54,WA,07,,,,,,286500,0,09/30/2022,14975.91,0
H2WA07119,"GLUMAZ, PAUL",C,2,REP,19435,0,16885.41,0,0,2549.59,25,500,0,0,0,1293.14,18910,WA,07,,,,,,0,0,09/30/2022,0,0
H2WA07127,"MOON, CLIFFORD E",C,2,REP,5486.18,0,6057.56,0,0,-571.38,0,1500,0,0,0,1500,2986.18,WA,07,,,,,,1000,0,09/30/2022,0,0
H4WA07073,"KELLER, CRAIG",C,2,REP,110,0,112,0,14,12,75,0,0,0,0,0,35,WA,07,,,,,,0,0,07/31/2022,0,0
H8WA08189,"SCHRIER, KIM DR.",I,1,DEM,8176639.3,504079.45,7561069.7,0,1717753.32,2333322.92,0,0,0,0,0,0,6566933.96,WA,08,,,,,,1016314.19,4750,09/30/2022,7063.87,6000
H0WA08103,"JENSEN, JESSE",C,2,REP,1219505.3,27356.07,1229272.2,0,10127.19,360.29,0,78928.23,0,27885.53,0,51042.7,1067532.81,WA,08,,,,,,40500,0,09/30/2022,208704.12,3400
H2WA08182,"LARKIN, MATT MR",C,2,REP,1943244.32,146688.28,1496793.01,69917.56,0,446451.31,5800,772000,0,0,0,787181,925156.04,WA,08,,,,,,93600,0,09/30/2022,2350,900
H2WA08208,"DUNN, REAGAN B",C,2,REP,884606.95,0,884606.95,0,0,0,0,0,0,0,0,0,843606.85,WA,08,,,,,,41000,0,09/30/2022,156387,0
H2WA08216,"STEPHENSON, SCOTT",C,2,REP,305812.26,0,309760.53,0,0,0,277966,0,0,0,0,0,27846.26,WA,08,,,,,,0,0,09/30/2022,0,0
H2WA08190,"GREYWOLF, JUSTIN",C,3,IND,5245.38,0,5221.6,0,0,-49.36,40,0,0,0,0,0,5135,WA,08,,,,,,0,0,07/13/2022,0,0
H2WA09115,"GALLARDO, STEPHANIE D",C,1,DEM,202124.48,0,201946.93,0,0,177.55,0,0,0,0,0,0,199623.75,WA,09,,,,,,2500,0,09/30/2022,3345,0
H2WA09131,"MARX, KRYSTAL",C,1,DEM,14995,0,11740.92,0,0,3254.08,0,0,0,0,0,0,14995,WA,09,,,,,,0,0,06/30/2021,0,0
H6WA09025,"SMITH, D. ADAM",I,1,DEM,1212818.04,13249.73,1175173.48,0,585827.81,623472.37,0,0,0,0,0,0,586311.31,WA,09,,,,,,613200,0,09/30/2022,1650,0
H2WA09156,"CHAN, SEA",C,2,REP,41866.47,0,16278.47,0,-825.2,6665.07,100,30500,0,0,0,30500,11266.34,WA,09,,,,,,0,0,09/30/2022,0,0
H4WA09061,"BASLER, DOUGLAS MICHAEL",C,2,REP,122916.28,0,109338.66,0,4789.66,18367.28,0,0,0,0,0,0,117636.28,WA,09,,,,,,4880,400,09/30/2022,0,0
H0WA03161,"HECK, DENNIS",I,1,DEM,42.24,0,797195.45,0,995416.58,198263.37,0,0,0,275000,0,0,0,WA,10,,,,,,0,0,09/30/2022,-2925,0
H0WA10034,"STRICKLAND, MARILYN",I,1,DEM,1744088.22,0,853113.76,0,32025.55,923000.01,0,0,0,0,0,50000,1082731.86,WA,10,,,,,,650585.58,0,09/30/2022,13146.09,2000
H0WA10059,"GARDNER, PHIL",O,1,DEM,0,0,281.2,0,349.14,67.94,0,0,0,0,0,35000,0,WA,10,,,,,,0,0,03/31/2021,0,0
H0WA10083,"INGRIM, RIAN",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,8196.79,0,WA,10,,,,,,0,0,02/21/2022,0,0
H0WA10091,"JOHNSON, DEAN",O,2,REP,0,0,1047.42,0,4718.52,3671.1,0,0,0,0,0,1980.33,0,WA,10,,,,,,0,0,09/30/2022,0,0
H0WA10109,"MAYNARD, JACKSON",O,2,REP,2097.19,0,2650,0,552.81,0,1497.19,0,0,0,0,0,600,WA,10,,,,,,0,0,03/31/2022,0,0
H2WA08166,"SWANK, KEITH ROLAND",C,2,REP,112897.77,0,103697.93,0,2326.92,11526.76,0,0,0,0,0,0,102397.77,WA,10,,,,,,10500,0,09/30/2022,0,0
H2WA10063,"HEWETT, DON",C,2,REP,3200,0,0,0,0,3200,0,0,0,0,0,0,3200,WA,10,,,,,,0,0,03/31/2022,0,0
H4WA06075,"MCCLENDON, MARTIN V.",C,2,REP,0,0,2284.99,0,4540.1,2255.11,0,0,0,0,0,0,0,WA,10,,,,,,0,0,09/30/2022,0,0
H8WA10037,"SLOTNICK, NANCY DAILEY",O,2,REP,0,0,911.31,0,911.31,0,0,0,0,911.31,0,0,0,WA,10,,,,,,0,0,03/31/2021,0,0
H0WI01104,"RANDAZZA-PADE, JOSHUA JERRY",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,123.68,0,WI,01,,,,,,0,0,09/30/2022,0,0
H0WI01120,"POLACK, ROGER",C,1,DEM,0,0,9796.9,0,9796.9,0,0,0,0,0,0,0,0,WI,01,,,,,,0,0,03/31/2021,0,0
H2WI01100,"ROE, ANN",C,1,DEM,737407.93,0,432982.6,0,0,304425.33,0,0,0,0,0,0,687591.35,WI,01,,,,,,37544.85,10253.2,09/30/2022,2900,0
H8WI01123,"BRYCE, RANDY",O,1,DEM,32425.45,0,19078.36,0,18140.4,31487.49,0,0,0,0,0,0,0,WI,01,,,,,,0,0,09/30/2022,0,0
H8WI01149,"POLCE, NICK",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,WI,01,,,,,,0,0,09/30/2022,0,0
H8WI01156,"STEIL, BRYAN GEORGE",I,2,REP,3255734.53,85863.73,1787507.62,0,375503.46,1843730.37,0,0,0,0,0,0,1821713.08,WI,01,,,,,,1337329.09,100,09/30/2022,11090,1600
H8WI01164,"STEEN, KEVIN ADAM",O,2,REP,0,0,1261.3,0,1261.3,0,0,0,0,0,0,0,0,WI,01,,,,,,0,0,03/01/2022,0,0
H2WI02124,"POCAN, MARK",I,1,DEM,1000923.58,0,850344.5,0,851012.62,1001591.7,0,0,0,0,0,0,528593.25,WI,02,,,,,,472330.33,0,09/30/2022,0,0
H2WI02173,"BARRY, CHARITY",C,2,REP,79725.44,0,77304.82,0,0,2420.62,0,0,0,0,0,12664.64,79500.44,WI,02,,,,,,0,0,09/30/2022,0,0
H2WI02181,"OLSEN, ERIK",C,2,REP,21672,0,17080.51,0,0,4591.49,11357,0,0,0,0,0,10315,WI,02,,,,,,0,0,07/20/2022,0,0
H8WI02121,"THERON, DANIEL PETER",C,2,REP,17818.17,0,17317.72,0,4721.74,5222.19,0,7000,0,460,0,9000,10443.15,WI,02,,,,,,0,25,09/30/2022,0,0
H0WI03118,"NEUMANN, MARK ALLEN",O,1,DEM,69326.39,0,70226.65,0,291.78,0,2547.04,31254.68,0,646.67,0,1000,35524.67,WI,03,,,,,,0,0,10/15/2022,0,0
H2WI03122,"PFAFF, BRAD",O,1,DEM,1387887.1,0,1056336.89,0,0,331550.21,0,0,0,0,0,0,1221092.94,WI,03,,,,,,166132.6,0,09/30/2022,1905,500
H2WI03130,"COOKE, REBECCA",O,1,DEM,486145.81,0,486145.81,0,0,0,0,0,0,0,0,0,467068.22,WI,03,,,,,,11025,0,09/29/2022,25775,0
H2WI03148,"MCGRATH, DEB",O,1,DEM,738055.79,0,738955.79,0,0,0,24644.34,20000,0,11116.7,0,0,661180.97,WI,03,,,,,,32050,0,09/30/2022,67151,5000
H6WI03099,"KIND, RONALD JAMES",I,1,DEM,735107.04,0,843905.01,0,877171.91,768373.94,0,0,0,0,0,0,303518.23,WI,03,,,,,,428001,0,09/30/2022,75100,72501
H0WI03159,"EBBEN, JESSI",C,2,REP,12000,0,11697.95,0,1300.27,1602.32,12000,0,0,0,0,67000,0,WI,03,,,,,,0,0,09/30/2022,0,0
H0WI03175,"VAN ORDEN, DERRICK F. MR.",O,2,REP,5772275.25,423322.61,4329426.27,103939.26,13804.04,1456653.02,0,0,0,0,0,213433.96,5007069.64,WI,03,,,,,,321350,20525,09/30/2022,128742.01,2100
H4WI04183,"MOORE, GWEN S",I,1,DEM,1054537.37,0,977914.12,0,33999.88,110623.13,0,0,0,0,0,0,299295.28,WI,04,,,,,,742757.6,0,09/30/2022,-900,0
H2WI05267,"KATZENMEYER, JESSICA",C,1,DEM,46654.26,0,41332.77,0,0,5321.49,0,12000,0,144.59,0,19855.41,33854.26,WI,05,,,,,,800,0,03/31/2022,0,0
H2WI05275,"VAN SOMEREN, MIKE",C,1,DEM,137021.56,0,60724.45,0,0,76297.11,3000,50000,0,0,0,50000,73763.96,WI,05,,,,,,5107.6,5150,09/30/2022,0,0
H8WI05165,"PALZEWICZ, TOM",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,WI,05,,,,,,0,0,03/31/2021,0,0
H0WI05113,"FITZGERALD, SCOTT",I,2,REP,920400.33,0,685821.07,25000,187315.19,421894.45,0,0,0,0,0,0,599269.93,WI,05,,,,,,317850,0,09/30/2022,350,0
H0WI05121,"DETEMPLE, CLIFFORD JAMES",O,2,REP,0,0,0,0,42009.05,42009.05,0,0,0,0,0,100000,0,WI,05,,,,,,0,0,03/31/2022,0,0
H8WI09050,"SENSENBRENNER, F. JAMES JR.",O,2,REP,1320.3,0,241212.48,0,248414.62,8522.44,0,0,0,0,0,0,0,WI,05,,,,,,0,0,10/20/2022,2500,0
H0WI06178,"BOOR, MATTHEW",C,1,DEM,0,0,0,0,3863.56,3863.56,0,0,0,0,0,0,0,WI,06,,,,,,0,0,10/11/2021,0,0
H0WI06186,"KING, JESSICA JEANE MS",C,1,DEM,876,0,43097.91,0,42221.91,0,0,0,0,0,0,0,0,WI,06,,,,,,0,0,09/30/2021,0,0
H0WI06194,"WASHBURN, AMY IRENE MS.",C,1,DEM,5618.24,0,7906.26,0,8991.1,6703.08,20,0,0,0,0,0,5598.24,WI,06,,,,,,0,0,09/30/2022,0,0
H2WI06067,"MULLENIX, DOUGLAS",C,2,REP,74854.32,0,59762.11,0,0,15092.21,0,36113,0,0,0,43613,38741.32,WI,06,,,,,,0,0,09/30/2022,30,0
H4WI06048,"GROTHMAN, GLENN S.",I,2,REP,1195958.61,0,888907.35,0,269430.81,576482.07,0,0,0,0,0,139110,923870.5,WI,06,,,,,,253600,0,09/30/2022,0,0
H0WI07135,"ZUNKER, TRICIA",C,1,DEM,9920.98,0,6458.75,0,29267.04,32729.29,0,0,0,0,0,0,50,WI,07,,,,,,0,0,09/30/2022,0,0
H2WI07123,"AUSMAN, RICHARD",C,1,DEM,65459.35,0,37503.37,0,0,27955.98,250,11514.49,0,0,0,0,46394.86,WI,07,,,,,,0,7300,09/30/2022,0,1025
H8WI07096,"ENGEBRETSON, MARGARET RUTH",C,1,DEM,0,0,0,0,4205.78,4206,0,0,0,0,0,0,0,WI,07,,,,,,0,0,06/30/2022,0,0
H0WI07051,"DUFFY, SEAN",I,2,REP,-150103.21,0,239687.44,0,2046438.4,1656647.75,0,0,0,0,0,0,0,WI,07,,,,,,0,0,09/30/2022,0,0
H0WI07101,"TIFFANY, TOM",I,2,REP,1040864.09,0,805119.75,0,122719.34,358463.68,0,0,0,0,0,0,856918.68,WI,07,,,,,,175922.08,1395,09/30/2022,2900,0
H2WI07115,"KUNELIUS, DAVID WALTER",C,2,REP,8100,0,8077.84,20,0,-88.75,0,0,0,0,0,0,8100,WI,07,,,,,,0,0,09/30/2022,0,0
H0WI08125,"STUCK, AMANDA",C,1,DEM,20.7,0,2139.17,0,2164.8,36.31,0,0,0,0,0,0,9.1,WI,08,,,,,,0,0,09/30/2022,0,0
H6WI08163,"NELSON, TOM",O,1,DEM,1489704.15,0,1601478.64,0,205193.98,93419.49,0,0,0,0,0,0,1462517.91,WI,08,,,,,,8601.97,0,09/30/2022,89408,1000
H2WI08089,"CLARMONT, SHAUN MICHAEL",C,2,REP,21303.19,0,7481.08,0,0,13822.11,20968.19,0,0,0,0,0,335,WI,08,,,,,,0,0,07/27/2022,0,0
H6WI08155,"GALLAGHER, MICHAEL JOHN",I,2,REP,2995549.65,881378.29,1184909.5,70414.66,1169361.53,2980001.68,0,0,0,0,0,0,1060751.75,WI,08,,,,,,1006750,0,09/30/2022,1567.15,10000
H2WI08063,"VANDENPLAS, JACOB JOHN",C,3,LIB,10745,0,5037.07,0,0,4762.93,1025,0,0,0,0,0,9720,WI,08,,,,,,0,0,09/30/2022,0,0
